date,suburb,property_type,bedrooms,bathrooms,average_rent
2022-10-01,Fremantle,House,4,3,1007
2022-10-01,Fremantle,House,5,1,949
2022-10-01,Fremantle,House,5,2,1044
2022-10-01,Fremantle,House,5,3,1139
2022-10-01,Fremantle,Townhouse,1,1,485
2022-10-01,Fremantle,Townhouse,2,1,610
2022-10-01,Fremantle,Townhouse,2,2,671
2022-10-01,Fremantle,Townhouse,3,1,694
2022-10-01,Fremantle,Townhouse,3,2,763
2022-10-01,Fremantle,Townhouse,3,3,832
2022-10-01,Fremantle,Townhouse,4,1,798
2022-10-01,Fremantle,Townhouse,4,2,877
2022-10-01,Fremantle,Townhouse,4,3,957
2022-10-01,Fremantle,Townhouse,5,1,902
2022-10-01,Fremantle,Townhouse,5,2,992
2022-10-01,Fremantle,Townhouse,5,3,1082
2022-10-01,Fremantle,Apartment,1,1,434
2022-10-01,Fremantle,Apartment,2,1,546
2022-10-01,Fremantle,Apartment,2,2,601
2022-10-01,Fremantle,Apartment,3,1,620
2022-10-01,Fremantle,Apartment,3,2,683
2022-10-01,Fremantle,Apartment,3,3,745
2023-01-01,Fremantle,House,1,1,504
2023-01-01,Fremantle,House,2,1,634
2023-01-01,Fremantle,House,2,2,697
2023-01-01,Fremantle,House,3,1,720
2023-01-01,Fremantle,House,3,2,792
2023-01-01,Fremantle,House,3,3,864
2023-01-01,Fremantle,House,4,1,828
2023-01-01,Fremantle,House,4,2,911
2023-01-01,Fremantle,House,4,3,994
2023-01-01,Fremantle,House,5,1,936
2023-01-01,Fremantle,House,5,2,1030
2023-01-01,Fremantle,House,5,3,1123
2023-01-01,Fremantle,Townhouse,1,1,479
2023-01-01,Fremantle,Townhouse,2,1,602
2023-01-01,Fremantle,Townhouse,2,2,662
2023-01-01,Fremantle,Townhouse,3,1,684
2023-01-01,Fremantle,Townhouse,3,2,752
2023-01-01,Fremantle,Townhouse,3,3,821
2023-01-01,Fremantle,Townhouse,4,1,787
2023-01-01,Fremantle,Townhouse,4,2,865
2023-01-01,Fremantle,Townhouse,4,3,944
2023-01-01,Fremantle,Townhouse,5,1,889
2023-01-01,Fremantle,Townhouse,5,2,978
2023-01-01,Fremantle,Townhouse,5,3,1067
2023-01-01,Fremantle,Apartment,1,1,428
2023-01-01,Fremantle,Apartment,2,1,539
2023-01-01,Fremantle,Apartment,2,2,592
2023-01-01,Fremantle,Apartment,3,1,612
2023-01-01,Fremantle,Apartment,3,2,673
2023-01-01,Fremantle,Apartment,3,3,734
2023-04-01,Fremantle,House,1,1,525
2023-04-01,Fremantle,House,2,1,660
2023-04-01,Fremantle,House,2,2,726
2023-04-01,Fremantle,House,3,1,750
2023-04-01,Fremantle,House,3,2,825
2023-04-01,Fremantle,House,3,3,900
2023-04-01,Fremantle,House,4,1,862
2023-04-01,Fremantle,House,4,2,949
2023-04-01,Fremantle,House,4,3,1035
2023-04-01,Fremantle,House,5,1,975
2023-04-01,Fremantle,House,5,2,1072
2023-04-01,Fremantle,House,5,3,1170
2023-04-01,Fremantle,Townhouse,1,1,499
2023-04-01,Fremantle,Townhouse,2,1,627
2023-04-01,Fremantle,Townhouse,2,2,690
2023-04-01,Fremantle,Townhouse,3,1,712
2023-04-01,Fremantle,Townhouse,3,2,784
2023-04-01,Fremantle,Townhouse,3,3,855
2023-04-01,Fremantle,Townhouse,4,1,819
2023-04-01,Fremantle,Townhouse,4,2,901
2023-04-01,Fremantle,Townhouse,4,3,983
2023-04-01,Fremantle,Townhouse,5,1,926
2023-04-01,Fremantle,Townhouse,5,2,1019
2023-04-01,Fremantle,Townhouse,5,3,1112
2023-04-01,Fremantle,Apartment,1,1,446
2023-04-01,Fremantle,Apartment,2,1,561
2023-04-01,Fremantle,Apartment,2,2,617
2023-04-01,Fremantle,Apartment,3,1,638
2023-04-01,Fremantle,Apartment,3,2,701
2023-04-01,Fremantle,Apartment,3,3,765
2023-07-01,Fremantle,House,1,1,518
2023-07-01,Fremantle,House,2,1,651
2023-07-01,Fremantle,House,2,2,716
2023-07-01,Fremantle,House,3,1,740
2023-07-01,Fremantle,House,3,2,814
2023-07-01,Fremantle,House,3,3,888
2023-07-01,Fremantle,House,4,1,851
2023-07-01,Fremantle,House,4,2,936
2023-07-01,Fremantle,House,4,3,1021
2023-07-01,Fremantle,House,5,1,962
2023-07-01,Fremantle,House,5,2,1058
2023-07-01,Fremantle,House,5,3,1154
2023-07-01,Fremantle,Townhouse,1,1,492
2023-07-01,Fremantle,Townhouse,2,1,619
2023-07-01,Fremantle,Townhouse,2,2,681
2023-07-01,Fremantle,Townhouse,3,1,703
2023-07-01,Fremantle,Townhouse,3,2,773
2023-07-01,Fremantle,Townhouse,3,3,844
2023-07-01,Fremantle,Townhouse,4,1,808
2023-07-01,Fremantle,Townhouse,4,2,889
2023-07-01,Fremantle,Townhouse,4,3,970
2023-07-01,Fremantle,Townhouse,5,1,914
2023-07-01,Fremantle,Townhouse,5,2,1005
2023-07-01,Fremantle,Townhouse,5,3,1097
2023-07-01,Fremantle,Apartment,1,1,440
2023-07-01,Fremantle,Apartment,2,1,554
2023-07-01,Fremantle,Apartment,2,2,609
2023-07-01,Fremantle,Apartment,3,1,629
2023-07-01,Fremantle,Apartment,3,2,692
2023-07-01,Fremantle,Apartment,3,3,755
2023-10-01,Fremantle,House,1,1,504
2023-10-01,Fremantle,House,2,1,634
2023-10-01,Fremantle,House,2,2,697
2023-10-01,Fremantle,House,3,1,720
2023-10-01,Fremantle,House,3,2,792
2023-10-01,Fremantle,House,3,3,864
2023-10-01,Fremantle,House,4,1,828
2023-10-01,Fremantle,House,4,2,911
2023-10-01,Fremantle,House,4,3,994
2023-10-01,Fremantle,House,5,1,936
2023-10-01,Fremantle,House,5,2,1030
2023-10-01,Fremantle,House,5,3,1123
2023-10-01,Fremantle,Townhouse,1,1,479
2023-10-01,Fremantle,Townhouse,2,1,602
2023-10-01,Fremantle,Townhouse,2,2,662
2023-10-01,Fremantle,Townhouse,3,1,684
2023-10-01,Fremantle,Townhouse,3,2,752
2023-10-01,Fremantle,Townhouse,3,3,821
2023-10-01,Fremantle,Townhouse,4,1,787
2023-10-01,Fremantle,Townhouse,4,2,865
2023-10-01,Fremantle,Townhouse,4,3,944
2023-10-01,Fremantle,Townhouse,5,1,889
2023-10-01,Fremantle,Townhouse,5,2,978
2023-10-01,Fremantle,Townhouse,5,3,1067
2023-10-01,Fremantle,Apartment,1,1,428
2023-10-01,Fremantle,Apartment,2,1,539
2023-10-01,Fremantle,Apartment,2,2,592
2023-10-01,Fremantle,Apartment,3,1,612
2023-10-01,Fremantle,Apartment,3,2,673
2023-10-01,Fremantle,Apartment,3,3,734
2024-01-01,Fremantle,House,1,1,532
2024-01-01,Fremantle,House,2,1,669
2024-01-01,Fremantle,House,2,2,736
2024-01-01,Fremantle,House,3,1,760
2024-01-01,Fremantle,House,3,2,836
2024-01-01,Fremantle,House,3,3,912
2024-01-01,Fremantle,House,4,1,874
2024-01-01,Fremantle,House,4,2,961
2024-01-01,Fremantle,House,4,3,1049
2024-01-01,Fremantle,House,5,1,988
2024-01-01,Fremantle,House,5,2,1087
2024-01-01,Fremantle,House,5,3,1186
2024-01-01,Fremantle,Townhouse,1,1,505
2024-01-01,Fremantle,Townhouse,2,1,635
2024-01-01,Fremantle,Townhouse,2,2,699
2024-01-01,Fremantle,Townhouse,3,1,722
2024-01-01,Fremantle,Townhouse,3,2,794
2024-01-01,Fremantle,Townhouse,3,3,866
2024-01-01,Fremantle,Townhouse,4,1,830
2024-01-01,Fremantle,Townhouse,4,2,913
2024-01-01,Fremantle,Townhouse,4,3,996
2024-01-01,Fremantle,Townhouse,5,1,939
2024-01-01,Fremantle,Townhouse,5,2,1032
2024-01-01,Fremantle,Townhouse,5,3,1126
2024-01-01,Fremantle,Apartment,1,1,452
2024-01-01,Fremantle,Apartment,2,1,568
2024-01-01,Fremantle,Apartment,2,2,625
2024-01-01,Fremantle,Apartment,3,1,646
2024-01-01,Fremantle,Apartment,3,2,711
2024-01-01,Fremantle,Apartment,3,3,775
2024-04-01,Fremantle,House,1,1,574
2024-04-01,Fremantle,House,2,1,722
2024-04-01,Fremantle,House,2,2,794
2024-04-01,Fremantle,House,3,1,820
2024-04-01,Fremantle,House,3,2,902
2024-04-01,Fremantle,House,3,3,984
2024-04-01,Fremantle,House,4,1,943
2024-04-01,Fremantle,House,4,2,1037
2024-04-01,Fremantle,House,4,3,1132
2024-04-01,Fremantle,House,5,1,1066
2024-04-01,Fremantle,House,5,2,1173
2024-04-01,Fremantle,House,5,3,1279
2024-04-01,Fremantle,Townhouse,1,1,545
2024-04-01,Fremantle,Townhouse,2,1,686
2024-04-01,Fremantle,Townhouse,2,2,754
2024-04-01,Fremantle,Townhouse,3,1,779
2024-04-01,Fremantle,Townhouse,3,2,857
2024-04-01,Fremantle,Townhouse,3,3,935
2024-04-01,Fremantle,Townhouse,4,1,896
2024-04-01,Fremantle,Townhouse,4,2,985
2024-04-01,Fremantle,Townhouse,4,3,1075
2024-04-01,Fremantle,Townhouse,5,1,1013
2024-04-01,Fremantle,Townhouse,5,2,1114
2024-04-01,Fremantle,Townhouse,5,3,1215
2024-04-01,Fremantle,Apartment,1,1,488
2024-04-01,Fremantle,Apartment,2,1,613
2024-04-01,Fremantle,Apartment,2,2,675
2024-04-01,Fremantle,Apartment,3,1,697
2024-04-01,Fremantle,Apartment,3,2,767
2024-04-01,Fremantle,Apartment,3,3,836
2024-07-01,Fremantle,House,1,1,588
2024-07-01,Fremantle,House,2,1,739
2024-07-01,Fremantle,House,2,2,813
2024-07-01,Fremantle,House,3,1,840
2024-07-01,Fremantle,House,3,2,924
2024-07-01,Fremantle,House,3,3,1008
2024-07-01,Fremantle,House,4,1,966
2024-07-01,Fremantle,House,4,2,1063
2024-07-01,Fremantle,House,4,3,1159
2024-07-01,Fremantle,House,5,1,1092
2024-07-01,Fremantle,House,5,2,1201
2024-07-01,Fremantle,House,5,3,1310
2024-07-01,Fremantle,Townhouse,1,1,559
2024-07-01,Fremantle,Townhouse,2,1,702
2024-07-01,Fremantle,Townhouse,2,2,772
2024-07-01,Fremantle,Townhouse,3,1,798
2024-07-01,Fremantle,Townhouse,3,2,878
2024-07-01,Fremantle,Townhouse,3,3,958
2024-07-01,Fremantle,Townhouse,4,1,918
2024-07-01,Fremantle,Townhouse,4,2,1009
2024-07-01,Fremantle,Townhouse,4,3,1101
2024-07-01,Fremantle,Townhouse,5,1,1037
2024-07-01,Fremantle,Townhouse,5,2,1141
2024-07-01,Fremantle,Townhouse,5,3,1245
2024-07-01,Fremantle,Apartment,1,1,500
2024-07-01,Fremantle,Apartment,2,1,628
2024-07-01,Fremantle,Apartment,2,2,691
2024-07-01,Fremantle,Apartment,3,1,714
2024-07-01,Fremantle,Apartment,3,2,785
2024-07-01,Fremantle,Apartment,3,3,857
2024-10-01,Fremantle,House,1,1,567
2024-10-01,Fremantle,House,2,1,713
2024-10-01,Fremantle,House,2,2,784
2024-10-01,Fremantle,House,3,1,810
2024-10-01,Fremantle,House,3,2,891
2024-10-01,Fremantle,House,3,3,972
2024-10-01,Fremantle,House,4,1,931
2024-10-01,Fremantle,House,4,2,1025
2024-10-01,Fremantle,House,4,3,1118
2024-10-01,Fremantle,House,5,1,1053
2024-10-01,Fremantle,House,5,2,1158
2024-10-01,Fremantle,House,5,3,1264
2024-10-01,Fremantle,Townhouse,1,1,539
2024-10-01,Fremantle,Townhouse,2,1,677
2024-10-01,Fremantle,Townhouse,2,2,745
2024-10-01,Fremantle,Townhouse,3,1,770
2024-10-01,Fremantle,Townhouse,3,2,846
2024-10-01,Fremantle,Townhouse,3,3,923
2024-10-01,Fremantle,Townhouse,4,1,885
2024-10-01,Fremantle,Townhouse,4,2,973
2024-10-01,Fremantle,Townhouse,4,3,1062
2024-10-01,Fremantle,Townhouse,5,1,1000
2024-10-01,Fremantle,Townhouse,5,2,1100
2024-10-01,Fremantle,Townhouse,5,3,1200
2024-10-01,Fremantle,Apartment,1,1,482
2024-10-01,Fremantle,Apartment,2,1,606
2024-10-01,Fremantle,Apartment,2,2,666
2024-10-01,Fremantle,Apartment,3,1,688
2024-10-01,Fremantle,Apartment,3,2,757
2024-10-01,Fremantle,Apartment,3,3,826
2025-01-01,Fremantle,House,1,1,588
2025-01-01,Fremantle,House,2,1,739
2025-01-01,Fremantle,House,2,2,813
2025-01-01,Fremantle,House,3,1,840
2025-01-01,Fremantle,House,3,2,924
2025-01-01,Fremantle,House,3,3,1008
2025-01-01,Fremantle,House,4,1,966
2025-01-01,Fremantle,House,4,2,1063
2025-01-01,Fremantle,House,4,3,1159
2025-01-01,Fremantle,House,5,1,1092
2025-01-01,Fremantle,House,5,2,1201
2025-01-01,Fremantle,House,5,3,1310
2025-01-01,Fremantle,Townhouse,1,1,559
2025-01-01,Fremantle,Townhouse,2,1,702
2025-01-01,Fremantle,Townhouse,2,2,772
2025-01-01,Fremantle,Townhouse,3,1,798
2025-01-01,Fremantle,Townhouse,3,2,878
2025-01-01,Fremantle,Townhouse,3,3,958
2025-01-01,Fremantle,Townhouse,4,1,918
2025-01-01,Fremantle,Townhouse,4,2,1009
2025-01-01,Fremantle,Townhouse,4,3,1101
2025-01-01,Fremantle,Townhouse,5,1,1037
2025-01-01,Fremantle,Townhouse,5,2,1141
2025-01-01,Fremantle,Townhouse,5,3,1245
2025-01-01,Fremantle,Apartment,1,1,500
2025-01-01,Fremantle,Apartment,2,1,628
2025-01-01,Fremantle,Apartment,2,2,691
2025-01-01,Fremantle,Apartment,3,1,714
2025-01-01,Fremantle,Apartment,3,2,785
2025-01-01,Fremantle,Apartment,3,3,857
2025-04-01,Fremantle,House,1,1,616
2025-04-01,Fremantle,House,2,1,774
2025-04-01,Fremantle,House,2,2,852
2025-04-01,Fremantle,House,3,1,880
2025-04-01,Fremantle,House,3,2,968
2025-04-01,Fremantle,House,3,3,1056
2025-04-01,Fremantle,House,4,1,1012
2025-04-01,Fremantle,House,4,2,1113
2025-04-01,Fremantle,House,4,3,1214
2025-04-01,Fremantle,House,5,1,1144
2025-04-01,Fremantle,House,5,2,1258
2025-04-01,Fremantle,House,5,3,1373
2025-04-01,Fremantle,Townhouse,1,1,585
2025-04-01,Fremantle,Townhouse,2,1,736
2025-04-01,Fremantle,Townhouse,2,2,809
2025-04-01,Fremantle,Townhouse,3,1,836
2025-04-01,Fremantle,Townhouse,3,2,920
2025-04-01,Fremantle,Townhouse,3,3,1003
2025-04-01,Fremantle,Townhouse,4,1,961
2025-04-01,Fremantle,Townhouse,4,2,1058
2025-04-01,Fremantle,Townhouse,4,3,1154
2025-04-01,Fremantle,Townhouse,5,1,1087
2025-04-01,Fremantle,Townhouse,5,2,1195
2025-04-01,Fremantle,Townhouse,5,3,1304
2025-04-01,Fremantle,Apartment,1,1,524
2025-04-01,Fremantle,Apartment,2,1,658
2025-04-01,Fremantle,Apartment,2,2,724
2025-04-01,Fremantle,Apartment,3,1,748
2025-04-01,Fremantle,Apartment,3,2,823
2025-04-01,Fremantle,Apartment,3,3,898
2025-07-01,Fremantle,House,1,1,630
2025-07-01,Fremantle,House,2,1,792
2025-07-01,Fremantle,House,2,2,871
2025-07-01,Fremantle,House,3,1,900
2025-07-01,Fremantle,House,3,2,990
2025-07-01,Fremantle,House,3,3,1080
2025-07-01,Fremantle,House,4,1,1035
2025-07-01,Fremantle,House,4,2,1138
2025-07-01,Fremantle,House,4,3,1242
2025-07-01,Fremantle,House,5,1,1170
2025-07-01,Fremantle,House,5,2,1287
2025-07-01,Fremantle,House,5,3,1404
2025-07-01,Fremantle,Townhouse,1,1,598
2025-07-01,Fremantle,Townhouse,2,1,752
2025-07-01,Fremantle,Townhouse,2,2,828
2025-07-01,Fremantle,Townhouse,3,1,855
2025-07-01,Fremantle,Townhouse,3,2,941
2025-07-01,Fremantle,Townhouse,3,3,1026
2025-07-01,Fremantle,Townhouse,4,1,983
2025-07-01,Fremantle,Townhouse,4,2,1082
2025-07-01,Fremantle,Townhouse,4,3,1180
2025-07-01,Fremantle,Townhouse,5,1,1112
2025-07-01,Fremantle,Townhouse,5,2,1223
2025-07-01,Fremantle,Townhouse,5,3,1334
2025-07-01,Fremantle,Apartment,1,1,536
2025-07-01,Fremantle,Apartment,2,1,673
2025-07-01,Fremantle,Apartment,2,2,741
2025-07-01,Fremantle,Apartment,3,1,765
2025-07-01,Fremantle,Apartment,3,2,842
2025-07-01,Fremantle,Apartment,3,3,918
2022-01-01,Perth CBD,House,1,1,532
2022-01-01,Perth CBD,House,2,1,669
2022-01-01,Perth CBD,House,2,2,736
2022-01-01,Perth CBD,House,3,1,760
2022-01-01,Perth CBD,House,3,2,836
2022-01-01,Perth CBD,House,3,3,912
2022-01-01,Perth CBD,House,4,1,874
2022-01-01,Perth CBD,House,4,2,961
2022-01-01,Perth CBD,House,4,3,1049
2022-01-01,Perth CBD,House,5,1,988
2022-01-01,Perth CBD,House,5,2,1087
2022-01-01,Perth CBD,House,5,3,1186
2022-01-01,Perth CBD,Townhouse,1,1,505
2022-01-01,Perth CBD,Townhouse,2,1,635
2022-01-01,Perth CBD,Townhouse,2,2,699
2022-01-01,Perth CBD,Townhouse,3,1,722
2022-01-01,Perth CBD,Townhouse,3,2,794
2022-01-01,Perth CBD,Townhouse,3,3,866
2022-01-01,Perth CBD,Townhouse,4,1,830
2022-01-01,Perth CBD,Townhouse,4,2,913
2022-01-01,Perth CBD,Townhouse,4,3,996
2022-01-01,Perth CBD,Townhouse,5,1,939
2022-01-01,Perth CBD,Townhouse,5,2,1032
2022-01-01,Perth CBD,Townhouse,5,3,1126
2022-01-01,Perth CBD,Apartment,1,1,452
2022-01-01,Perth CBD,Apartment,2,1,568
2022-01-01,Perth CBD,Apartment,2,2,625
2022-01-01,Perth CBD,Apartment,3,1,646
2022-01-01,Perth CBD,Apartment,3,2,711
2022-01-01,Perth CBD,Apartment,3,3,775
2022-04-01,Perth CBD,House,1,1,546
2022-04-01,Perth CBD,House,2,1,686
2022-04-01,Perth CBD,House,2,2,755
2022-04-01,Perth CBD,House,3,1,780
2022-04-01,Perth CBD,House,3,2,858
2022-04-01,Perth CBD,House,3,3,936
2022-04-01,Perth CBD,House,4,1,897
2022-04-01,Perth CBD,House,4,2,987
2022-04-01,Perth CBD,House,4,3,1076
2022-04-01,Perth CBD,House,5,1,1014
2022-04-01,Perth CBD,House,5,2,1115
2022-04-01,Perth CBD,House,5,3,1217
2022-04-01,Perth CBD,Townhouse,1,1,519
2022-04-01,Perth CBD,Townhouse,2,1,652
2022-04-01,Perth CBD,Townhouse,2,2,717
2022-04-01,Perth CBD,Townhouse,3,1,741
2022-04-01,Perth CBD,Townhouse,3,2,815
2022-04-01,Perth CBD,Townhouse,3,3,889
2022-04-01,Perth CBD,Townhouse,4,1,852
2022-04-01,Perth CBD,Townhouse,4,2,937
2022-04-01,Perth CBD,Townhouse,4,3,1023
2022-04-01,Perth CBD,Townhouse,5,1,963
2022-04-01,Perth CBD,Townhouse,5,2,1060
2022-04-01,Perth CBD,Townhouse,5,3,1156
2022-04-01,Perth CBD,Apartment,1,1,464
2022-04-01,Perth CBD,Apartment,2,1,583
2022-04-01,Perth CBD,Apartment,2,2,642
2022-04-01,Perth CBD,Apartment,3,1,663
2022-04-01,Perth CBD,Apartment,3,2,729
2022-04-01,Perth CBD,Apartment,3,3,796
2022-07-01,Perth CBD,House,1,1,518
2022-07-01,Perth CBD,House,2,1,651
2022-07-01,Perth CBD,House,2,2,716
2022-07-01,Perth CBD,House,3,1,740
2022-07-01,Perth CBD,House,3,2,814
2022-07-01,Perth CBD,House,3,3,888
2022-07-01,Perth CBD,House,4,1,851
2022-07-01,Perth CBD,House,4,2,936
2022-07-01,Perth CBD,House,4,3,1021
2022-07-01,Perth CBD,House,5,1,962
2022-07-01,Perth CBD,House,5,2,1058
2022-07-01,Perth CBD,House,5,3,1154
2022-07-01,Perth CBD,Townhouse,1,1,492
2022-07-01,Perth CBD,Townhouse,2,1,619
2022-07-01,Perth CBD,Townhouse,2,2,681
2022-07-01,Perth CBD,Townhouse,3,1,703
2022-07-01,Perth CBD,Townhouse,3,2,773
2022-07-01,Perth CBD,Townhouse,3,3,844
2022-07-01,Perth CBD,Townhouse,4,1,808
2022-07-01,Perth CBD,Townhouse,4,2,889
2022-07-01,Perth CBD,Townhouse,4,3,970
2022-07-01,Perth CBD,Townhouse,5,1,914
2022-07-01,Perth CBD,Townhouse,5,2,1005
2022-07-01,Perth CBD,Townhouse,5,3,1097
2022-07-01,Perth CBD,Apartment,1,1,440
2022-07-01,Perth CBD,Apartment,2,1,554
2022-07-01,Perth CBD,Apartment,2,2,609
2022-07-01,Perth CBD,Apartment,3,1,629
2022-07-01,Perth CBD,Apartment,3,2,692
2022-07-01,Perth CBD,Apartment,3,3,755
2022-10-01,Perth CBD,House,1,1,490
2022-10-01,Perth CBD,House,2,1,616
2022-10-01,Perth CBD,House,2,2,678
2022-10-01,Perth CBD,House,3,1,700
2022-10-01,Perth CBD,House,3,2,770
2022-10-01,Perth CBD,House,3,3,840
2022-10-01,Perth CBD,House,4,1,805
2022-10-01,Perth CBD,House,4,2,886
2022-10-01,Perth CBD,House,4,3,966
2022-10-01,Perth CBD,House,5,1,910
2022-10-01,Perth CBD,House,5,2,1001
2022-10-01,Perth CBD,House,5,3,1092
2022-10-01,Perth CBD,Townhouse,1,1,465
2022-10-01,Perth CBD,Townhouse,2,1,585
2022-10-01,Perth CBD,Townhouse,2,2,644
2022-10-01,Perth CBD,Townhouse,3,1,665
2022-10-01,Perth CBD,Townhouse,3,2,732
2022-10-01,Perth CBD,Townhouse,3,3,798
2022-10-01,Perth CBD,Townhouse,4,1,765
2022-10-01,Perth CBD,Townhouse,4,2,841
2022-10-01,Perth CBD,Townhouse,4,3,918
2022-10-01,Perth CBD,Townhouse,5,1,864
2022-10-01,Perth CBD,Townhouse,5,2,951
2022-10-01,Perth CBD,Townhouse,5,3,1037
2022-10-01,Perth CBD,Apartment,1,1,416
2022-10-01,Perth CBD,Apartment,2,1,524
2022-10-01,Perth CBD,Apartment,2,2,576
2022-10-01,Perth CBD,Apartment,3,1,595
2022-10-01,Perth CBD,Apartment,3,2,654
2022-10-01,Perth CBD,Apartment,3,3,714
2023-01-01,Perth CBD,House,1,1,525
2023-01-01,Perth CBD,House,2,1,660
2023-01-01,Perth CBD,House,2,2,726
2023-01-01,Perth CBD,House,3,1,750
2023-01-01,Perth CBD,House,3,2,825
2023-01-01,Perth CBD,House,3,3,900
2023-01-01,Perth CBD,House,4,1,862
2023-01-01,Perth CBD,House,4,2,949
2023-01-01,Perth CBD,House,4,3,1035
2023-01-01,Perth CBD,House,5,1,975
2023-01-01,Perth CBD,House,5,2,1072
2023-01-01,Perth CBD,House,5,3,1170
2023-01-01,Perth CBD,Townhouse,1,1,499
2023-01-01,Perth CBD,Townhouse,2,1,627
2023-01-01,Perth CBD,Townhouse,2,2,690
2023-01-01,Perth CBD,Townhouse,3,1,712
2023-01-01,Perth CBD,Townhouse,3,2,784
2023-01-01,Perth CBD,Townhouse,3,3,855
2023-01-01,Perth CBD,Townhouse,4,1,819
2023-01-01,Perth CBD,Townhouse,4,2,901
2023-01-01,Perth CBD,Townhouse,4,3,983
2023-01-01,Perth CBD,Townhouse,5,1,926
2023-01-01,Perth CBD,Townhouse,5,2,1019
2023-01-01,Perth CBD,Townhouse,5,3,1112
2023-01-01,Perth CBD,Apartment,1,1,446
2023-01-01,Perth CBD,Apartment,2,1,561
2023-01-01,Perth CBD,Apartment,2,2,617
2023-01-01,Perth CBD,Apartment,3,1,638
2023-01-01,Perth CBD,Apartment,3,2,701
2023-01-01,Perth CBD,Apartment,3,3,765
2023-04-01,Perth CBD,House,1,1,574
2023-04-01,Perth CBD,House,2,1,722
2023-04-01,Perth CBD,House,2,2,794
2023-04-01,Perth CBD,House,3,1,820
2023-04-01,Perth CBD,House,3,2,902
2023-04-01,Perth CBD,House,3,3,984
2023-04-01,Perth CBD,House,4,1,943
2023-04-01,Perth CBD,House,4,2,1037
2023-04-01,Perth CBD,House,4,3,1132
2023-04-01,Perth CBD,House,5,1,1066
2023-04-01,Perth CBD,House,5,2,1173
2023-04-01,Perth CBD,House,5,3,1279
2023-04-01,Perth CBD,Townhouse,1,1,545
2023-04-01,Perth CBD,Townhouse,2,1,686
2023-04-01,Perth CBD,Townhouse,2,2,754
2023-04-01,Perth CBD,Townhouse,3,1,779
2023-04-01,Perth CBD,Townhouse,3,2,857
2023-04-01,Perth CBD,Townhouse,3,3,935
2023-04-01,Perth CBD,Townhouse,4,1,896
2023-04-01,Perth CBD,Townhouse,4,2,985
2023-04-01,Perth CBD,Townhouse,4,3,1075
2023-04-01,Perth CBD,Townhouse,5,1,1013
2023-04-01,Perth CBD,Townhouse,5,2,1114
2023-04-01,Perth CBD,Townhouse,5,3,1215
2023-04-01,Perth CBD,Apartment,1,1,488
2023-04-01,Perth CBD,Apartment,2,1,613
2023-04-01,Perth CBD,Apartment,2,2,675
2023-04-01,Perth CBD,Apartment,3,1,697
2023-04-01,Perth CBD,Apartment,3,2,767
2023-04-01,Perth CBD,Apartment,3,3,836
2023-07-01,Perth CBD,House,1,1,567
2023-07-01,Perth CBD,House,2,1,713
2023-07-01,Perth CBD,House,2,2,784
2023-07-01,Perth CBD,House,3,1,810
2023-07-01,Perth CBD,House,3,2,891
2023-07-01,Perth CBD,House,3,3,972
2023-07-01,Perth CBD,House,4,1,931
2023-07-01,Perth CBD,House,4,2,1025
2023-07-01,Perth CBD,House,4,3,1118
2023-07-01,Perth CBD,House,5,1,1053
2023-07-01,Perth CBD,House,5,2,1158
2023-07-01,Perth CBD,House,5,3,1264
2023-07-01,Perth CBD,Townhouse,1,1,539
2023-07-01,Perth CBD,Townhouse,2,1,677
2023-07-01,Perth CBD,Townhouse,2,2,745
2023-07-01,Perth CBD,Townhouse,3,1,770
2023-07-01,Perth CBD,Townhouse,3,2,846
2023-07-01,Perth CBD,Townhouse,3,3,923
2023-07-01,Perth CBD,Townhouse,4,1,885
2023-07-01,Perth CBD,Townhouse,4,2,973
2023-07-01,Perth CBD,Townhouse,4,3,1062
2023-07-01,Perth CBD,Townhouse,5,1,1000
2023-07-01,Perth CBD,Townhouse,5,2,1100
2023-07-01,Perth CBD,Townhouse,5,3,1200
2023-07-01,Perth CBD,Apartment,1,1,482
2023-07-01,Perth CBD,Apartment,2,1,606
2023-07-01,Perth CBD,Apartment,2,2,666
2023-07-01,Perth CBD,Apartment,3,1,688
2023-07-01,Perth CBD,Apartment,3,2,757
2023-07-01,Perth CBD,Apartment,3,3,826
2023-10-01,Perth CBD,House,1,1,588
2023-10-01,Perth CBD,House,2,1,739
2023-10-01,Perth CBD,House,2,2,813
2023-10-01,Perth CBD,House,3,1,840
2023-10-01,Perth CBD,House,3,2,924
2023-10-01,Perth CBD,House,3,3,1008
2023-10-01,Perth CBD,House,4,1,966
2023-10-01,Perth CBD,House,4,2,1063
2023-10-01,Perth CBD,House,4,3,1159
2023-10-01,Perth CBD,House,5,1,1092
2023-10-01,Perth CBD,House,5,2,1201
2023-10-01,Perth CBD,House,5,3,1310
2023-10-01,Perth CBD,Townhouse,1,1,559
2023-10-01,Perth CBD,Townhouse,2,1,702
2023-10-01,Perth CBD,Townhouse,2,2,772
2023-10-01,Perth CBD,Townhouse,3,1,798
2023-10-01,Perth CBD,Townhouse,3,2,878
2023-10-01,Perth CBD,Townhouse,3,3,958
2023-10-01,Perth CBD,Townhouse,4,1,918
2023-10-01,Perth CBD,Townhouse,4,2,1009
2023-10-01,Perth CBD,Townhouse,4,3,1101
2023-10-01,Perth CBD,Townhouse,5,1,1037
2023-10-01,Perth CBD,Townhouse,5,2,1141
